Survived,Sex,Pclass_1,Pclass_2,Pclass_3,AgeMissed,age_norn,has_sibsp,sibsp_norm,has_parch,parch_norm,fare_norm,fare_high,fare_low,fare_mid,hascabin,Embarked_C,Embarked_Q,Embarked_S
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,True,False,False,0,0.4973611460165871,0,0.0,0,0.0,0.05410739813385612,False,False,True,0,True,False,False
1,0,True,False,False,1,0.36792055349407915,1,0.125,0,0.0,0.2859895551532101,True,False,False,1,True,False,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,1,False,True,False,0,0.8240764011058055,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,True,False,False,0,0.3465694898215632,1,0.125,0,0.0,0.16038672010106,True,False,False,0,True,False,False
0,1,True,False,False,0,0.5224930887157577,1,0.125,0,0.0,0.10149724044618187,True,False,False,0,False,False,True
1,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014110458666029575,False,True,False,0,True,False,False
0,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,0,False,False,True,0,0.22090977632570996,1,0.25,0,0.0,0.03513366015444757,False,False,True,0,False,False,True
1,0,False,False,True,0,0.17064589092736868,1,0.125,0,0.0,0.021942337075458514,False,False,True,0,True,False,False
0,0,False,False,True,0,0.4973611460165871,1,0.125,0,0.0,0.018493968331299484,False,False,True,0,False,False,True
0,0,False,True,False,0,0.33400351847197784,1,0.125,0,0.0,0.04098927018018883,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,True,False,False
1,0,False,True,False,0,0.032420206081930136,1,0.125,1,0.3333333333333333,0.08115719346076702,True,False,False,0,True,False,False
1,0,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.01537917417160685,False,False,True,0,False,True,False
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.030253985132996517,False,False,True,0,False,True,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,1,False,False,True,1,0.36792055349407915,1,0.25,0,0.0,0.04231498029001666,False,False,True,0,True,False,False
0,0,False,False,True,0,0.22090977632570996,1,0.125,0,0.0,0.034743286152731485,False,False,True,0,False,False,True
0,1,False,False,True,0,0.08268409148027142,1,0.5,1,0.16666666666666666,0.07746484096553544,True,False,False,0,False,False,True
0,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.01522458606692728,False,True,False,0,False,False,True
1,0,True,False,False,0,0.610454888162855,1,0.125,0,0.0,0.1497654242623688,True,False,False,1,True,False,False
1,0,False,True,False,0,0.35913546117114853,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,True,False,False,0,0.8115104297562201,0,0.0,1,0.16666666666666666,0.1209753416358076,True,False,False,1,True,False,False
1,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.06929138530460492,False,False,True,1,False,False,True
1,0,False,True,False,0,0.2586076903744659,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,False,False,True,0,0.35285247549635584,0,0.0,0,0.0,0.014110458666029575,False,True,False,0,True,False,False
1,0,False,True,False,0,0.05755214878110078,1,0.125,1,0.3333333333333333,0.05416439273810667,False,False,True,0,False,False,True
0,1,False,False,True,0,0.13294797687861273,1,0.625,1,0.3333333333333333,0.09154270340242172,True,False,False,0,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.014110458666029575,False,True,False,0,True,False,False
1,0,True,False,False,0,0.4722292033174164,0,0.0,0,0.0,0.15614960068643363,True,False,False,1,False,False,False
0,1,True,False,False,0,0.5601910027645137,1,0.125,0,0.0,0.16293234896625058,True,False,False,1,False,False,True
0,1,False,False,True,0,0.04498617743151546,1,0.375,1,0.3333333333333333,0.05445717323939373,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.05410739813385612,False,False,True,0,True,False,False
1,1,False,False,True,1,0.36792055349407915,1,0.125,1,0.16666666666666666,0.029757819776815374,False,False,True,0,True,False,False
1,0,False,True,False,0,0.35913546117114853,0,0.0,0,0.0,0.020494635090094415,False,False,True,1,False,False,True
0,1,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.015923941091001644,False,False,True,0,False,False,True
1,0,False,False,True,0,0.20834380497612465,1,0.5,1,0.3333333333333333,0.015468569817999833,False,False,True,0,False,False,True
0,1,False,False,True,0,0.32143754712239253,1,0.25,0,0.0,0.016908073949327893,False,False,True,0,False,False,True
0,1,False,True,False,0,0.39683337521990447,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,0,False,False,True,0,0.19577783362653933,1,0.625,1,0.3333333333333333,0.09154270340242172,True,False,False,0,False,False,True
0,1,False,True,False,0,0.2586076903744659,0,0.0,0,0.0,0.1434624456306609,True,False,False,0,False,False,True
0,1,False,False,True,0,0.32143754712239253,1,0.125,0,0.0,0.028212719478023115,False,False,True,0,True,False,False
1,1,False,False,True,0,0.39683337521990447,0,0.0,0,0.0,0.11027245763075773,True,False,False,0,False,False,True
0,1,False,False,True,0,0.3088715757728072,0,0.0,0,0.0,0.014931805565640218,False,True,False,1,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
1,1,False,True,False,0,0.005152048253329982,0,0.0,1,0.3333333333333333,0.056604230248832196,False,False,True,0,False,False,True
1,0,False,False,True,0,0.37170143252073384,0,0.0,0,0.0,0.024349578357040744,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.017566830077223785,False,False,True,0,False,False,True
1,1,False,False,True,0,0.35913546117114853,0,0.0,0,0.0,0.018542765081513996,False,False,True,0,False,False,True
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015200187691820024,False,True,False,0,False,True,False
0,1,True,False,False,0,0.3465694898215632,0,0.0,0,0.0,0.09193307740413781,True,False,False,0,False,False,True
1,0,False,True,False,0,0.20834380497612465,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
1,0,False,False,True,0,0.4093993465694898,1,0.375,0,0.0,0.030937139635999665,False,False,True,0,False,False,True
0,1,False,False,True,0,0.19577783362653933,1,0.125,1,0.5,0.06709553154495196,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
1,0,True,False,False,0,0.2837396330736366,1,0.375,1,0.3333333333333333,0.5133418122566505,True,False,False,1,False,False,True
0,1,False,False,True,0,0.2963056044232219,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,0,0.35913546117114853,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,0,0.24604171902488062,0,0.0,0,0.0,0.015330377421392339,False,True,False,0,False,False,True
0,1,True,False,False,0,0.572756974114099,1,0.125,0,0.0,0.11940564777490723,True,False,False,1,False,False,True
0,1,False,False,True,0,0.32143754712239253,1,0.125,1,0.3333333333333333,0.04015972542654215,False,False,True,0,False,False,True
0,1,False,False,True,0,0.7361146016587082,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,True,False,False,0,0.8869062578537321,0,0.0,0,0.0,0.06764049365134761,False,False,True,1,True,False,False
1,1,True,False,False,0,0.2837396330736366,0,0.0,1,0.16666666666666666,0.12366716556464086,True,False,False,1,True,False,False
1,0,False,True,False,0,0.42196531791907516,0,0.0,1,0.16666666666666666,0.04489301019734967,False,False,True,0,False,False,True
0,1,False,True,False,0,0.42196531791907516,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,0,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,True,False,False,0,0.2586076903744659,0,0.0,1,0.16666666666666666,0.15085515328815924,True,False,False,1,False,False,True
0,1,False,False,True,0,0.4093993465694898,0,0.0,0,0.0,0.016891873428256675,False,False,True,0,False,False,True
0,1,False,False,True,0,0.4596632319678311,1,0.25,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
0,1,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
1,0,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.014931805565640218,False,True,False,0,False,False,True
1,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
0,1,False,False,True,0,0.4722292033174164,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
1,0,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.04713766070721715,False,False,True,0,False,True,False
0,1,True,False,False,0,0.5853229454636844,0,0.0,0,0.0,0.10149724044618187,True,False,False,1,False,False,True
0,0,False,False,True,0,0.17692887660216136,1,0.125,0,0.0,0.028212719478023115,False,False,True,0,True,False,False
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,0,False,False,True,0,0.24604171902488062,1,0.125,0,0.0,0.019177122834302632,False,False,True,0,False,False,True
0,0,False,False,True,0,0.20834380497612465,0,0.0,0,0.0,0.028220722145058292,False,False,True,0,True,False,False
0,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
0,1,False,False,True,0,0.8806232721789394,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,1,False,True,False,0,0.35913546117114853,1,0.125,0,0.0,0.04098927018018883,False,False,True,0,False,False,True
0,1,True,False,False,0,0.2963056044232219,0,0.0,1,0.16666666666666666,0.4831284260198326,True,False,False,1,True,False,False
0,0,False,False,True,0,0.01985423473234481,1,0.5,1,0.3333333333333333,0.06104473451835265,False,False,True,0,False,False,True
0,1,False,True,False,0,0.2586076903744659,1,0.25,0,0.0,0.1434624456306609,True,False,False,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,True,False,0,0.40311636089469716,1,0.125,0,0.0,0.058694292654020104,False,False,True,0,True,False,False
1,0,False,True,False,0,0.40311636089469716,0,0.0,0,0.0,0.025374310111545468,False,False,True,1,False,False,True
0,1,True,False,False,0,0.6732847449107816,0,0.0,1,0.16666666666666666,0.15085515328815924,True,False,False,1,False,False,True
1,1,False,False,True,0,0.14551394822819805,1,0.125,0,0.0,0.021942337075458514,False,False,True,0,True,False,False
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,1,False,False,True,0,0.2963056044232219,0,0.0,0,0.0,0.01393967004027879,False,True,False,0,False,False,True
1,0,False,False,True,1,0.36792055349407915,1,0.125,1,0.16666666666666666,0.04364049521284361,False,False,True,1,True,False,False
0,1,False,False,True,0,0.5601910027645137,0,0.0,0,0.0,0.013614293309848433,False,True,False,0,False,False,True
0,1,False,False,True,0,0.4093993465694898,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,True,False,False
0,1,False,False,True,0,0.24604171902488062,0,0.0,0,0.0,0.013760683560491965,False,True,False,0,False,False,True
0,0,False,False,True,0,0.5853229454636844,1,0.125,0,0.0,0.028302115124416098,False,False,True,0,False,False,True
1,0,False,True,False,0,0.35913546117114853,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,True,False,0,0.3088715757728072,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,True,False,0,0.2837396330736366,0,0.0,0,0.0,0.02936744577509929,False,False,True,0,True,False,False
1,0,True,False,False,0,0.23347574767529528,0,0.0,1,0.3333333333333333,0.051301584996521765,False,False,True,1,False,False,True
0,1,True,False,False,0,0.4596632319678311,1,0.125,0,0.0,0.10364429745562033,True,False,False,1,False,False,True
0,1,False,False,True,0,0.19577783362653933,0,0.0,0,0.0,0.01798980030808316,False,False,True,0,False,False,True
0,1,True,False,False,0,0.2963056044232219,0,0.0,0,0.0,0.15458810467956932,True,False,False,1,True,False,False
0,0,False,False,True,1,0.36792055349407915,0,0.0,1,0.3333333333333333,0.029757819776815374,False,False,True,0,True,False,False
1,0,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,False,True
1,0,False,False,True,0,0.2963056044232219,1,0.125,0,0.0,0.030937139635999665,False,False,True,0,False,False,True
0,1,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.013175122557917838,False,True,False,0,False,True,False
0,1,False,True,False,0,0.22090977632570996,0,0.0,0,0.0,0.022446505098674834,False,False,True,0,False,False,True
0,1,False,True,False,0,0.23347574767529528,1,0.125,1,0.16666666666666666,0.07173122281533045,False,False,True,0,False,False,True
1,1,False,False,True,0,0.33400351847197784,0,0.0,0,0.0,0.015216388212891242,False,True,False,0,False,False,True
0,0,False,False,True,0,0.10781603417944208,1,0.25,1,0.3333333333333333,0.06709553154495196,False,False,True,0,False,False,True
0,1,False,True,False,0,0.4533802462930384,0,0.0,1,0.3333333333333333,0.050748620223090936,False,False,True,1,False,False,True
0,1,False,True,False,0,0.5224930887157577,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,True,False,0,0.6355868308620256,0,0.0,0,0.0,0.02444717185746977,False,False,True,0,False,False,True
1,0,True,False,False,0,0.2711736617240513,1,0.125,0,0.0,0.12999454257145598,True,False,False,1,False,False,True
0,1,False,False,True,0,0.6921337019351596,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,0,0.5036441316913798,0,0.0,1,0.3333333333333333,0.028302115124416098,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014273049437744325,False,True,False,0,False,False,True
0,1,True,False,False,0,0.6355868308620256,0,0.0,1,0.16666666666666666,0.11980421963065935,True,False,False,0,True,False,False
1,0,False,False,True,0,0.19577783362653933,0,0.0,0,0.0,0.015094396337354966,False,True,False,0,False,True,False
0,1,False,False,True,0,0.37170143252073384,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.016908073949327893,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,1.0,1,0.3333333333333333,0.13575255909676823,True,False,False,0,False,False,True
0,1,False,False,True,0,0.5476250314149284,0,0.0,1,0.16666666666666666,0.031425107138144774,False,False,True,0,False,False,True
1,0,False,True,False,0,0.4973611460165871,0,0.0,0,0.0,0.030741952635141623,False,False,True,0,False,False,True
0,1,False,False,True,0,0.32143754712239253,0,0.0,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
0,1,False,False,True,0,0.20834380497612465,0,0.0,0,0.0,0.016908073949327893,False,False,True,0,False,False,True
0,1,False,False,True,0,0.007288263382759489,1,0.5,1,0.16666666666666666,0.07746484096553544,True,False,False,0,False,False,True
1,1,False,False,True,0,0.10781603417944208,0,0.0,1,0.3333333333333333,0.04006213192611313,False,False,True,0,False,False,True
1,0,True,False,False,1,0.36792055349407915,0,0.0,1,0.16666666666666666,0.10735285047192313,True,False,False,1,False,False,True
0,0,False,False,True,0,0.5601910027645137,1,0.125,1,0.6666666666666666,0.05445717323939373,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.050602229972447406,False,False,True,0,False,False,True
0,1,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.11027245763075773,True,False,False,0,False,False,True
0,1,True,False,False,0,0.7612465443578789,0,0.0,0,0.0,0.06538764528744409,False,False,True,1,False,False,True
0,1,False,False,True,0,0.04498617743151546,1,0.5,1,0.16666666666666666,0.056848213999904744,False,False,True,0,False,True,False
1,0,False,False,True,0,0.007288263382759489,1,0.125,1,0.16666666666666666,0.021730754366528396,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
0,1,True,False,False,0,0.6984166876099522,0,0.0,0,0.0,0.05991421140938287,False,False,True,1,True,False,False
0,1,False,False,True,0,0.22090977632570996,1,0.125,1,0.16666666666666666,0.015330377421392339,False,True,False,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,0.375,1,0.16666666666666666,0.04970768794751499,False,False,True,0,False,False,True
0,0,True,False,False,0,0.6230208595124404,0,0.0,0,0.0,0.05604306762136532,False,False,True,1,True,False,False
0,1,False,True,False,0,0.37170143252073384,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,False,True,0,0.4470972606182458,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
0,0,False,False,True,1,0.36792055349407915,1,1.0,1,0.3333333333333333,0.13575255909676823,True,False,False,0,False,False,True
0,1,False,True,False,1,0.36792055349407915,0,0.0,0,0.0,0.02937564362913533,False,False,True,0,True,False,False
0,1,False,False,True,0,0.10781603417944208,1,0.5,1,0.3333333333333333,0.061264319894317944,False,False,True,0,False,False,True
1,1,False,True,False,0,0.007288263382759489,1,0.25,1,0.16666666666666666,0.0761229303346364,False,False,True,1,False,False,True
1,0,False,False,True,0,0.04498617743151546,0,0.0,1,0.3333333333333333,0.04298993693898376,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.09759350042902103,True,False,False,1,False,False,True
1,0,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.030253985132996517,False,False,True,0,False,True,False
1,1,True,False,False,0,0.5601910027645137,0,0.0,0,0.0,0.051822148727810165,False,False,True,0,False,False,True
0,1,False,False,True,0,0.4973611460165871,1,0.125,1,0.16666666666666666,0.030253985132996517,False,False,True,0,False,True,False
0,1,False,False,True,0,0.4470972606182458,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
1,0,False,True,False,0,0.39683337521990447,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,True,False,0,0.23347574767529528,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
1,0,False,False,True,0,0.23347574767529528,1,0.125,0,0.0,0.015330377421392339,False,True,False,0,False,False,True
1,1,False,True,False,0,0.032420206081930136,1,0.125,1,0.16666666666666666,0.050748620223090936,False,False,True,1,False,False,True
1,0,True,False,False,0,0.5476250314149284,0,0.0,0,0.0,0.05410739813385612,False,False,True,1,True,False,False
1,0,True,False,False,0,0.7235486303091229,0,0.0,0,0.0,0.2859895551532101,True,False,False,1,True,False,False
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,1,False,False,True,0,0.5224930887157577,0,0.0,1,0.16666666666666666,0.01640390592611157,False,False,True,0,False,False,True
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,0,False,True,False,0,0.2963056044232219,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.018542765081513996,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,1.0,1,0.3333333333333333,0.13575255909676823,True,False,False,0,False,False,True
0,1,False,False,True,0,0.42196531791907516,0,0.0,0,0.0,0.012678957201736696,False,True,False,0,False,False,True
0,1,False,False,True,0,0.5664739884393063,0,0.0,0,0.0,0.014102260811993537,False,True,False,0,True,False,False
1,1,False,False,True,0,0.22090977632570996,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,0,False,False,True,0,0.01985423473234481,0,0.0,1,0.16666666666666666,0.02042143996477265,False,False,True,1,False,False,True
0,1,False,False,True,0,0.39683337521990447,1,0.125,0,0.0,0.030937139635999665,False,False,True,0,False,False,True
1,1,False,False,True,0,0.32143754712239253,0,0.0,0,0.0,0.036670757786204655,False,False,True,0,True,False,False
1,0,False,False,True,0,0.19577783362653933,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,1,True,False,False,0,0.4973611460165871,0,0.0,0,0.0,0.060507970265993034,False,False,True,1,True,False,False
0,1,False,False,True,0,0.2963056044232219,0,0.0,0,0.0,0.013760683560491965,False,True,False,0,False,False,True
1,0,False,True,False,0,0.43453128926866047,0,0.0,0,0.0,0.04098927018018883,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,1,False,True,False,0,0.37170143252073384,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,0,True,False,False,0,0.38426740387031916,1,0.125,0,0.0,0.22109807522194713,True,False,False,1,True,False,False
1,0,False,False,True,0,0.33400351847197784,0,0.0,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
0,1,False,True,False,0,0.5224930887157577,1,0.125,0,0.0,0.05270049023167135,False,False,True,0,False,False,True
1,0,True,False,False,0,0.39683337521990447,0,0.0,0,0.0,0.14891148113361488,True,False,False,1,True,False,False
0,1,False,True,False,0,0.37170143252073384,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
1,1,False,False,True,0,0.19577783362653933,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,True,False,0,0.33400351847197784,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,False,True,0,0.6355868308620256,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
1,1,True,False,False,0,0.4722292033174164,1,0.125,0,0.0,0.17566830077223786,True,False,False,1,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.01824998458022693,False,False,True,0,False,False,True
1,1,False,True,False,0,0.23347574767529528,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2523247046996733,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,1,False,True,False,0,0.22090977632570996,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,0,False,False,True,1,0.36792055349407915,1,0.375,1,0.16666666666666666,0.04970768794751499,False,False,True,0,False,False,True
1,0,True,False,False,0,0.43453128926866047,1,0.125,0,0.0,0.16293234896625058,True,False,False,1,False,False,True
0,1,False,False,True,0,0.35913546117114853,0,0.0,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
0,1,False,True,False,0,0.7361146016587082,0,0.0,0,0.0,0.026350245115835676,False,False,True,0,False,False,True
1,0,False,False,True,0,0.05755214878110078,1,0.5,1,0.3333333333333333,0.061264319894317944,False,False,True,0,False,False,True
0,1,False,True,False,0,0.2963056044232219,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014736618564782174,False,True,False,0,False,False,True
0,1,False,True,False,0,0.5476250314149284,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
1,0,False,True,False,0,0.09525006282985675,0,0.0,1,0.3333333333333333,0.05123658772523604,False,False,True,0,False,False,True
0,1,False,True,False,0,0.23347574767529528,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,False,True,False,0,0.4093993465694898,0,0.0,0,0.0,0.023959204355324663,False,False,True,0,False,False,True
0,0,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.028212719478023115,False,False,True,0,True,False,False
